task_id,epic_id,epic_name,title,goal,priority,dependencies,inputs,outputs,subtasks,acceptance_criteria
E19-T09,E19,Baselines and linear models,Сохранять linear model coefficients by fold,"Реализовать завершенный LEGO-компонент в эпике ""Baselines and linear models"" без скрытых зависимостей и с явными acceptance criteria.",P2,E19-T08,config files; repository state; outputs of previous epics,artifact for сохранять linear model coefficients by fold,"Уточнить границы и инварианты для задачи ""Сохранять linear model coefficients by fold"" | Реализовать основной функциональный путь для задачи ""Сохранять linear model coefficients by fold"" | Добавить логирование, артефакты и manifests для задачи ""Сохранять linear model coefficients by fold"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E19-T10,E19,Baselines and linear models,Сформировать baseline comparison report,"Реализовать завершенный LEGO-компонент в эпике ""Baselines and linear models"" без скрытых зависимостей и с явными acceptance criteria.",P2,E19-T09,config files; repository state; outputs of previous epics,artifact for сформировать baseline comparison report,"Уточнить границы и инварианты для задачи ""Сформировать baseline comparison report"" | Реализовать основной функциональный путь для задачи ""Сформировать baseline comparison report"" | Добавить логирование, артефакты и manifests для задачи ""Сформировать baseline comparison report"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T01,E20,Tree models and tuning,Реализовать gradient boosting regressor wrapper,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E19-T10,config files; repository state; outputs of previous epics,artifact for реализовать gradient boosting regressor wrapper,"Уточнить границы и инварианты для задачи ""Реализовать gradient boosting regressor wrapper"" | Реализовать основной функциональный путь для задачи ""Реализовать gradient boosting regressor wrapper"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать gradient boosting regressor wrapper"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T02,E20,Tree models and tuning,Реализовать gradient boosting ranker wrapper,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T01; E19-T10,config files; repository state; outputs of previous epics,artifact for реализовать gradient boosting ranker wrapper,"Уточнить границы и инварианты для задачи ""Реализовать gradient boosting ranker wrapper"" | Реализовать основной функциональный путь для задачи ""Реализовать gradient boosting ranker wrapper"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать gradient boosting ranker wrapper"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T03,E20,Tree models and tuning,Описать search space для tuning,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T02; E19-T10,config files; repository state; outputs of previous epics,artifact for описать search space для tuning,"Уточнить границы и инварианты для задачи ""Описать search space для tuning"" | Реализовать основной функциональный путь для задачи ""Описать search space для tuning"" | Добавить логирование, артефакты и manifests для задачи ""Описать search space для tuning"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T04,E20,Tree models and tuning,Реализовать Optuna/internal tuner adapter,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T03,config files; repository state; outputs of previous epics,artifact for реализовать optuna/internal tuner adapter,"Уточнить границы и инварианты для задачи ""Реализовать Optuna/internal tuner adapter"" | Реализовать основной функциональный путь для задачи ""Реализовать Optuna/internal tuner adapter"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать Optuna/internal tuner adapter"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T05,E20,Tree models and tuning,Реализовать early stopping logging,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T04,config files; repository state; outputs of previous epics,artifact for реализовать early stopping logging,"Уточнить границы и инварианты для задачи ""Реализовать early stopping logging"" | Реализовать основной функциональный путь для задачи ""Реализовать early stopping logging"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать early stopping logging"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T06,E20,Tree models and tuning,Логировать feature importance per fold,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T05,config files; repository state; outputs of previous epics,artifact for логировать feature importance per fold,"Уточнить границы и инварианты для задачи ""Логировать feature importance per fold"" | Реализовать основной функциональный путь для задачи ""Логировать feature importance per fold"" | Добавить логирование, артефакты и manifests для задачи ""Логировать feature importance per fold"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T07,E20,Tree models and tuning,Реализовать calibration diagnostics,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T06,config files; repository state; outputs of previous epics,artifact for реализовать calibration diagnostics,"Уточнить границы и инварианты для задачи ""Реализовать calibration diagnostics"" | Реализовать основной функциональный путь для задачи ""Реализовать calibration diagnostics"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать calibration diagnostics"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T08,E20,Tree models and tuning,Сравнить regression vs ranking objective,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T07,config files; repository state; outputs of previous epics,artifact for сравнить regression vs ranking objective,"Уточнить границы и инварианты для задачи ""Сравнить regression vs ranking objective"" | Реализовать основной функциональный путь для задачи ""Сравнить regression vs ranking objective"" | Добавить логирование, артефакты и manifests для задачи ""Сравнить regression vs ranking objective"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T09,E20,Tree models and tuning,Сохранить best params и tuning traces,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T08,config files; repository state; outputs of previous epics,artifact for сохранить best params и tuning traces,"Уточнить границы и инварианты для задачи ""Сохранить best params и tuning traces"" | Реализовать основной функциональный путь для задачи ""Сохранить best params и tuning traces"" | Добавить логирование, артефакты и manifests для задачи ""Сохранить best params и tuning traces"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E20-T10,E20,Tree models and tuning,Сформировать advanced model report,"Реализовать завершенный LEGO-компонент в эпике ""Tree models and tuning"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T09,config files; repository state; outputs of previous epics,artifact for сформировать advanced model report,"Уточнить границы и инварианты для задачи ""Сформировать advanced model report"" | Реализовать основной функциональный путь для задачи ""Сформировать advanced model report"" | Добавить логирование, артефакты и manifests для задачи ""Сформировать advanced model report"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T01,E21,OOF predictions and prediction store,Реализовать standardized prediction schema,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E20-T10,config files; repository state; outputs of previous epics,artifact for реализовать standardized prediction schema,"Уточнить границы и инварианты для задачи ""Реализовать standardized prediction schema"" | Реализовать основной функциональный путь для задачи ""Реализовать standardized prediction schema"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать standardized prediction schema"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T02,E21,OOF predictions and prediction store,Сохранять raw predictions per fold,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T01; E20-T10,config files; repository state; outputs of previous epics,artifact for сохранять raw predictions per fold,"Уточнить границы и инварианты для задачи ""Сохранять raw predictions per fold"" | Реализовать основной функциональный путь для задачи ""Сохранять raw predictions per fold"" | Добавить логирование, артефакты и manifests для задачи ""Сохранять raw predictions per fold"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T03,E21,OOF predictions and prediction store,Сохранять rank predictions per fold,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T02; E20-T10,config files; repository state; outputs of previous epics,artifact for сохранять rank predictions per fold,"Уточнить границы и инварианты для задачи ""Сохранять rank predictions per fold"" | Реализовать основной функциональный путь для задачи ""Сохранять rank predictions per fold"" | Добавить логирование, артефакты и manifests для задачи ""Сохранять rank predictions per fold"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T04,E21,OOF predictions and prediction store,Сохранять bucket predictions per fold,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T03,config files; repository state; outputs of previous epics,artifact for сохранять bucket predictions per fold,"Уточнить границы и инварианты для задачи ""Сохранять bucket predictions per fold"" | Реализовать основной функциональный путь для задачи ""Сохранять bucket predictions per fold"" | Добавить логирование, артефакты и manifests для задачи ""Сохранять bucket predictions per fold"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T05,E21,OOF predictions and prediction store,Сшивать all folds into OOF table,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T04,config files; repository state; outputs of previous epics,artifact for сшивать all folds into oof table,"Уточнить границы и инварианты для задачи ""Сшивать all folds into OOF table"" | Реализовать основной функциональный путь для задачи ""Сшивать all folds into OOF table"" | Добавить логирование, артефакты и manifests для задачи ""Сшивать all folds into OOF table"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T06,E21,OOF predictions and prediction store,Проверять uniqueness by date-security-model,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T05,config files; repository state; outputs of previous epics,artifact for проверять uniqueness by date-security-model,"Уточнить границы и инварианты для задачи ""Проверять uniqueness by date-security-model"" | Реализовать основной функциональный путь для задачи ""Проверять uniqueness by date-security-model"" | Добавить логирование, артефакты и manifests для задачи ""Проверять uniqueness by date-security-model"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T07,E21,OOF predictions and prediction store,Сохранять prediction manifests,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T06,config files; repository state; outputs of previous epics,artifact for сохранять prediction manifests,"Уточнить границы и инварианты для задачи ""Сохранять prediction manifests"" | Реализовать основной функциональный путь для задачи ""Сохранять prediction manifests"" | Добавить логирование, артефакты и manifests для задачи ""Сохранять prediction manifests"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T08,E21,OOF predictions and prediction store,Добавить prediction coverage diagnostics,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T07,config files; repository state; outputs of previous epics,artifact for добавить prediction coverage diagnostics,"Уточнить границы и инварианты для задачи ""Добавить prediction coverage diagnostics"" | Реализовать основной функциональный путь для задачи ""Добавить prediction coverage diagnostics"" | Добавить логирование, артефакты и manifests для задачи ""Добавить prediction coverage diagnostics"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T09,E21,OOF predictions and prediction store,Подготовить OOF-only guardrails,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T08,config files; repository state; outputs of previous epics,artifact for подготовить oof-only guardrails,"Уточнить границы и инварианты для задачи ""Подготовить OOF-only guardrails"" | Реализовать основной функциональный путь для задачи ""Подготовить OOF-only guardrails"" | Добавить логирование, артефакты и manifests для задачи ""Подготовить OOF-only guardrails"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E21-T10,E21,OOF predictions and prediction store,Сформировать prediction store report,"Реализовать завершенный LEGO-компонент в эпике ""OOF predictions and prediction store"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T09,config files; repository state; outputs of previous epics,artifact for сформировать prediction store report,"Уточнить границы и инварианты для задачи ""Сформировать prediction store report"" | Реализовать основной функциональный путь для задачи ""Сформировать prediction store report"" | Добавить логирование, артефакты и manifests для задачи ""Сформировать prediction store report"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T01,E22,Portfolio construction and constraints,Реализовать score-to-rank mapping,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E21-T10,config files; repository state; outputs of previous epics,artifact for реализовать score-to-rank mapping,"Уточнить границы и инварианты для задачи ""Реализовать score-to-rank mapping"" | Реализовать основной функциональный путь для задачи ""Реализовать score-to-rank mapping"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать score-to-rank mapping"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T02,E22,Portfolio construction and constraints,Реализовать equal-weight decile portfolio,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T01; E21-T10,config files; repository state; outputs of previous epics,artifact for реализовать equal-weight decile portfolio,"Уточнить границы и инварианты для задачи ""Реализовать equal-weight decile portfolio"" | Реализовать основной функциональный путь для задачи ""Реализовать equal-weight decile portfolio"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать equal-weight decile portfolio"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T03,E22,Portfolio construction and constraints,Реализовать rank-weighted portfolio,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T02; E21-T10,config files; repository state; outputs of previous epics,artifact for реализовать rank-weighted portfolio,"Уточнить границы и инварианты для задачи ""Реализовать rank-weighted portfolio"" | Реализовать основной функциональный путь для задачи ""Реализовать rank-weighted portfolio"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать rank-weighted portfolio"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T04,E22,Portfolio construction and constraints,Реализовать sector-neutral portfolio mode,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T03,config files; repository state; outputs of previous epics,artifact for реализовать sector-neutral portfolio mode,"Уточнить границы и инварианты для задачи ""Реализовать sector-neutral portfolio mode"" | Реализовать основной функциональный путь для задачи ""Реализовать sector-neutral portfolio mode"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать sector-neutral portfolio mode"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T05,E22,Portfolio construction and constraints,Реализовать beta-neutral portfolio mode,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T04,config files; repository state; outputs of previous epics,artifact for реализовать beta-neutral portfolio mode,"Уточнить границы и инварианты для задачи ""Реализовать beta-neutral portfolio mode"" | Реализовать основной функциональный путь для задачи ""Реализовать beta-neutral portfolio mode"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать beta-neutral portfolio mode"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T06,E22,Portfolio construction and constraints,Реализовать name caps and sector caps,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T05,config files; repository state; outputs of previous epics,artifact for реализовать name caps and sector caps,"Уточнить границы и инварианты для задачи ""Реализовать name caps and sector caps"" | Реализовать основной функциональный путь для задачи ""Реализовать name caps and sector caps"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать name caps and sector caps"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T07,E22,Portfolio construction and constraints,Реализовать turnover caps,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T06,config files; repository state; outputs of previous epics,artifact for реализовать turnover caps,"Уточнить границы и инварианты для задачи ""Реализовать turnover caps"" | Реализовать основной функциональный путь для задачи ""Реализовать turnover caps"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать turnover caps"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T08,E22,Portfolio construction and constraints,Реализовать participation caps,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T07,config files; repository state; outputs of previous epics,artifact for реализовать participation caps,"Уточнить границы и инварианты для задачи ""Реализовать participation caps"" | Реализовать основной функциональный путь для задачи ""Реализовать participation caps"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать participation caps"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T09,E22,Portfolio construction and constraints,Логировать rejected names and reasons,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T08,config files; repository state; outputs of previous epics,artifact for логировать rejected names and reasons,"Уточнить границы и инварианты для задачи ""Логировать rejected names and reasons"" | Реализовать основной функциональный путь для задачи ""Логировать rejected names and reasons"" | Добавить логирование, артефакты и manifests для задачи ""Логировать rejected names and reasons"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E22-T10,E22,Portfolio construction and constraints,Сформировать portfolio construction report,"Реализовать завершенный LEGO-компонент в эпике ""Portfolio construction and constraints"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T09,config files; repository state; outputs of previous epics,artifact for сформировать portfolio construction report,"Уточнить границы и инварианты для задачи ""Сформировать portfolio construction report"" | Реализовать основной функциональный путь для задачи ""Сформировать portfolio construction report"" | Добавить логирование, артефакты и manifests для задачи ""Сформировать portfolio construction report"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E23-T01,E23,Costs and execution simulation,Реализовать commission model,"Реализовать завершенный LEGO-компонент в эпике ""Costs and execution simulation"" без скрытых зависимостей и с явными acceptance criteria.",P2,E22-T10,config files; repository state; outputs of previous epics,artifact for реализовать commission model,"Уточнить границы и инварианты для задачи ""Реализовать commission model"" | Реализовать основной функциональный путь для задачи ""Реализовать commission model"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать commission model"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E23-T02,E23,Costs and execution simulation,Реализовать spread proxy model,"Реализовать завершенный LEGO-компонент в эпике ""Costs and execution simulation"" без скрытых зависимостей и с явными acceptance criteria.",P2,E23-T01; E22-T10,config files; repository state; outputs of previous epics,artifact for реализовать spread proxy model,"Уточнить границы и инварианты для задачи ""Реализовать spread proxy model"" | Реализовать основной функциональный путь для задачи ""Реализовать spread proxy model"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать spread proxy model"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E23-T03,E23,Costs and execution simulation,Реализовать slippage proxy model,"Реализовать завершенный LEGO-компонент в эпике ""Costs and execution simulation"" без скрытых зависимостей и с явными acceptance criteria.",P2,E23-T02; E22-T10,config files; repository state; outputs of previous epics,artifact for реализовать slippage proxy model,"Уточнить границы и инварианты для задачи ""Реализовать slippage proxy model"" | Реализовать основной функциональный путь для задачи ""Реализовать slippage proxy model"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать slippage proxy model"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
